iter	MultiClass
0	1.570035528
1	1.345288501
2	1.186675501
3	1.054576457
4	0.9565456355
5	0.8802976069
6	0.8051549483
7	0.7342819366
8	0.6841642199
9	0.6347571798
10	0.5897042352
11	0.5474195481
12	0.5099004678
13	0.4759653591
14	0.4450970709
15	0.4172580357
16	0.3987462572
17	0.3736878393
18	0.3531761819
19	0.3313388101
20	0.3154614036
21	0.2988871576
22	0.2831312128
23	0.2701996735
24	0.2607277457
25	0.2490895647
26	0.2362107156
27	0.2272093109
28	0.2183898494
29	0.2096202154
30	0.203791485
31	0.1969378036
32	0.1906861901
33	0.1866405777
34	0.1814792783
35	0.1747053724
36	0.1677655412
37	0.1619875005
38	0.1576986442
39	0.1529820759
40	0.1490204823
41	0.1439731003
42	0.1406698477
43	0.1370290959
44	0.1338138879
45	0.1295439582
46	0.1263456616
47	0.1232550577
48	0.1211961465
49	0.117931817
50	0.1156525589
51	0.1129423386
52	0.1109097125
53	0.1085154088
54	0.1068049674
55	0.1053223605
56	0.1027025382
57	0.09997620481
58	0.09780584177
59	0.09597907508
60	0.09432094262
61	0.09197929633
62	0.0905897404
63	0.08917377151
64	0.08773547375
65	0.08516620175
66	0.08340230973
67	0.08153801025
68	0.080803326
69	0.07998520878
70	0.07883538033
71	0.07810430261
72	0.07725391559
73	0.07646554706
74	0.07546892635
75	0.07406794387
76	0.07330742649
77	0.07210297789
78	0.07126723125
79	0.07054837798
80	0.06916133823
81	0.06760110025
82	0.06662870465
83	0.06608760176
84	0.06537533355
85	0.06425748043
86	0.06341654056
87	0.06218345616
88	0.06151789687
89	0.06100641547
90	0.06057752464
91	0.05989540032
92	0.05892713652
93	0.05761723074
94	0.05697724364
95	0.05663147669
96	0.05601353759
97	0.05528999276
98	0.05456943722
99	0.05395517099
100	0.05342220437
101	0.05295398233
102	0.05261004992
103	0.05177068303
104	0.05138366123
105	0.05076382947
106	0.0502248906
107	0.04974837378
108	0.04926722124
109	0.04889120626
110	0.04833594973
111	0.0480153232
112	0.04734271442
113	0.04697807096
114	0.04671774298
115	0.0463680179
116	0.04590047839
117	0.04554876338
118	0.04535386686
119	0.04473435884
120	0.04443356436
121	0.0437593325
122	0.04358219623
123	0.04333326589
124	0.04292814044
125	0.04237001351
126	0.04182500299
127	0.04154088686
128	0.04116967332
129	0.04100214224
130	0.04076298795
131	0.04056611421
132	0.04037583344
133	0.0401767863
134	0.03975853512
135	0.03933255665
136	0.03911397239
137	0.03894745189
138	0.03840247404
139	0.03807860114
140	0.03791876051
141	0.03760434176
142	0.03711307059
143	0.03696467903
144	0.03662237873
145	0.03640232024
146	0.03617131356
147	0.03604477727
148	0.035877087
149	0.03576143968
150	0.03552652885
151	0.03537206464
152	0.03503680271
153	0.03492643898
154	0.03483106844
155	0.0346805862
156	0.03454716015
157	0.03442961732
158	0.03410558006
159	0.0338987329
160	0.03364294221
161	0.03340402707
162	0.03321853706
163	0.03301427386
164	0.03278306381
165	0.03250291395
166	0.03235826384
167	0.03205656498
168	0.03187022754
169	0.03174917331
170	0.03165694283
171	0.03150267101
172	0.0313451503
173	0.03112945687
174	0.03101746896
175	0.03094752382
176	0.0307957396
177	0.03076007141
178	0.03067528787
179	0.03047736594
180	0.03040246284
181	0.03036475123
182	0.03021649927
183	0.03001881362
184	0.02982200184
185	0.02973042127
186	0.02954094274
187	0.02937141949
188	0.02920461261
189	0.02905135435
190	0.02902464376
191	0.02891583338
192	0.02885706614
193	0.02860286064
194	0.02840771377
195	0.02832468834
196	0.02822136799
197	0.02796070207
198	0.02784903089
199	0.02768577545
200	0.02750917324
201	0.02727209745
202	0.02718424653
203	0.02702948392
204	0.02696699106
205	0.02687019084
206	0.02665855129
207	0.02659387574
208	0.0265524037
209	0.02643745831
210	0.02630496477
211	0.02622313576
212	0.02613525105
213	0.0261109891
214	0.02604795286
215	0.02599600238
216	0.02581264198
217	0.0256882779
218	0.02562543591
219	0.02549050709
220	0.02534855855
221	0.02518327083
222	0.02513154741
223	0.02505203371
224	0.02492579276
225	0.0248304332
226	0.02475170076
227	0.02461470305
228	0.02453995769
229	0.02446534753
230	0.02438673235
231	0.02420591763
232	0.02411616122
233	0.02395300184
234	0.02382759997
235	0.0237827594
236	0.02371125004
237	0.02362794726
238	0.02347818116
239	0.02343117227
240	0.02338436663
241	0.02335940662
242	0.02325548061
243	0.02310626288
244	0.02295092654
245	0.02289278094
246	0.02282727381
247	0.02273926377
248	0.02268500707
249	0.02256506803
250	0.02254389964
251	0.02253310246
252	0.02242688631
253	0.02236281949
254	0.02232579102
255	0.02223944029
256	0.02222655646
257	0.02218565086
258	0.02217794048
259	0.0221527618
260	0.02202109068
261	0.02195290747
262	0.02180647604
263	0.02174848704
264	0.02173128047
265	0.02171450313
266	0.02165734974
267	0.02162769863
268	0.02150800651
269	0.02142448596
270	0.0213754026
271	0.02133518732
272	0.02122950758
273	0.02120093821
274	0.02110298625
275	0.02107642487
276	0.0210197075
277	0.02097409594
278	0.02086684591
279	0.02073267097
280	0.02070354896
281	0.02056360534
282	0.02049263821
283	0.02041454495
284	0.02033854546
285	0.02028282198
286	0.02020357071
287	0.02013079514
288	0.02005229747
289	0.01996454731
290	0.01991136691
291	0.01983912534
292	0.01973353674
293	0.01963999007
294	0.01955157904
295	0.0194400226
296	0.01932626448
297	0.01928958921
298	0.01923082013
299	0.01918096974
300	0.01917104338
301	0.01907938614
302	0.01902061535
303	0.01893323545
304	0.01883301125
305	0.0187999521
306	0.01876174658
307	0.01868064145
308	0.01864932056
309	0.01855789426
310	0.01852943197
311	0.01844928032
312	0.01841324394
313	0.01836534848
314	0.01828920267
315	0.01826189423
316	0.01820971744
317	0.01819108815
318	0.01817972426
319	0.01815252153
320	0.0180941535
321	0.01800741231
322	0.01798950348
323	0.01793773005
324	0.01792874819
325	0.01784060617
326	0.01782061103
327	0.01778640122
328	0.01772224466
329	0.01770624987
330	0.01761828311
331	0.01758323517
332	0.01750216369
333	0.01745464681
334	0.01743473532
335	0.01739896732
336	0.01737923106
337	0.01735878592
338	0.01729868048
339	0.01726705496
340	0.0171972181
341	0.01708412255
342	0.01704240183
343	0.01700677885
344	0.01695780748
345	0.01693834497
346	0.01690341433
347	0.01686443271
348	0.01684377167
349	0.01680126171
350	0.01678274101
351	0.01671274286
352	0.01664812799
353	0.01661986974
354	0.01656740616
355	0.01655416975
356	0.01653448269
357	0.01647618296
358	0.01643993621
359	0.01638000718
360	0.01631653259
361	0.0162759437
362	0.01622651103
363	0.01616134879
364	0.01612387771
365	0.0160911702
366	0.01603111572
367	0.01600585066
368	0.01597974502
369	0.01592332894
370	0.01586732084
371	0.01582589846
372	0.0157663423
373	0.01574712042
374	0.01571464572
375	0.0156680611
376	0.0156492751
377	0.01562654109
378	0.01559914972
379	0.01557398003
380	0.01554411118
381	0.01552650296
382	0.01551366211
383	0.01549351796
384	0.01546448339
385	0.01544644848
386	0.01542492489
387	0.01539600832
388	0.01537183292
389	0.01532148761
390	0.01529420774
391	0.0152512074
392	0.01520932369
393	0.01515678187
394	0.01511983709
395	0.01504632356
396	0.01498847425
397	0.01498225853
398	0.01492713325
399	0.01489962856
400	0.01485305286
401	0.01481883648
402	0.01480568078
403	0.01479548519
404	0.01478382096
405	0.01474984365
406	0.01471438416
407	0.01467583929
408	0.01463682697
409	0.01461664204
410	0.01459831946
411	0.01455569654
412	0.01453870263
413	0.0145055078
414	0.01446818681
415	0.01444693988
416	0.01442675702
417	0.014383102
418	0.01436949985
419	0.01434884374
420	0.01433553741
421	0.01427300163
422	0.01423933102
423	0.0142066063
424	0.01416542733
425	0.01413751009
426	0.01412964619
427	0.01410593838
428	0.01406702737
429	0.01402724996
430	0.01402184602
431	0.01397602313
432	0.01395934541
433	0.01393387855
434	0.0139085718
435	0.01386359751
436	0.01381727613
437	0.0138060477
438	0.01376409956
439	0.01371311582
440	0.01370244867
441	0.01366648377
442	0.0136370199
443	0.01361704503
444	0.01358902939
445	0.01357076771
446	0.01356074312
447	0.01354194818
