iter	Passed	Remaining
287	2645	6540
288	2655	6532
289	2665	6524
290	2673	6513
291	2683	6505
292	2692	6497
293	2702	6489
294	2712	6481
295	2721	6472
296	2730	6462
297	2739	6453
298	2747	6442
299	2756	6432
300	2764	6419
301	2773	6410
302	2782	6399
303	2792	6392
304	2801	6384
305	2811	6376
306	2819	6364
307	2828	6355
308	2836	6344
309	2846	6335
310	2854	6324
311	2863	6314
312	2872	6304
313	2882	6296
314	2892	6289
315	2900	6278
316	2908	6267
317	2917	6257
318	2925	6244
319	2934	6235
320	2943	6225
321	2952	6216
322	2960	6204
323	2968	6193
324	2976	6182
325	2986	6174
326	2994	6162
327	3003	6153
328	3013	6145
329	3021	6134
330	3031	6128
331	3040	6117
332	3049	6109
333	3058	6099
334	3066	6088
335	3075	6077
336	3083	6066
337	3092	6056
338	3100	6046
339	3108	6034
340	3117	6025
341	3127	6016
342	3135	6006
343	3144	5996
344	3152	5986
345	3160	5974
346	3169	5964
347	3178	5955
348	3187	5945
349	3196	5935
350	3203	5924
351	3212	5914
352	3221	5905
353	3230	5895
354	3240	5888
355	3249	5878
356	3258	5869
357	3267	5859
358	3276	5849
359	3285	5840
360	3294	5831
361	3304	5823
362	3313	5814
363	3322	5805
364	3331	5796
365	3340	5786
366	3349	5777
367	3359	5768
368	3367	5758
369	3376	5749
370	3386	5741
371	3395	5732
372	3405	5725
373	3414	5715
374	3424	5707
375	3432	5697
376	3441	5687
377	3450	5677
378	3459	5668
379	3468	5658
380	3476	5647
381	3483	5635
382	3491	5625
383	3500	5615
384	3509	5606
385	3520	5599
386	3528	5589
387	3537	5579
388	3546	5569
389	3555	5561
390	3564	5552
391	3573	5543
392	3581	5532
393	3591	5523
394	3600	5514
395	3609	5505
396	3618	5495
397	3625	5483
398	3634	5475
399	3644	5466
400	3653	5457
401	3663	5449
402	3671	5438
403	3679	5427
404	3688	5418
405	3697	5409
406	3706	5401
407	3716	5391
408	3724	5382
409	3732	5371
410	3740	5360
411	3750	5352
412	3758	5342
413	3768	5333
414	3777	5324
415	3785	5314
416	3795	5306
417	3804	5297
418	3812	5286
419	3822	5278
420	3830	5267
421	3839	5258
422	3849	5250
423	3858	5242
424	3868	5233
425	3876	5223
426	3884	5212
427	3893	5203
428	3903	5195
429	3911	5185
430	3920	5175
431	3930	5167
432	3938	5157
433	3948	5149
434	3956	5139
435	3967	5132
436	3976	5123
437	3985	5114
438	3994	5104
439	4003	5094
440	4010	5083
441	4019	5074
442	4027	5064
443	4036	5054
444	4046	5046
445	4055	5037
446	4062	5026
447	4071	5017
448	4080	5007
449	4088	4997
450	4098	4989
451	4108	4980
452	4116	4971
453	4126	4962
454	4135	4952
455	4144	4943
456	4154	4935
457	4163	4927
458	4173	4918
459	4182	4909
460	4190	4899
461	4198	4889
462	4206	4879
463	4215	4869
464	4224	4860
465	4233	4850
466	4240	4840
467	4250	4831
468	4259	4822
469	4268	4813
470	4278	4805
471	4287	4796
472	4297	4788
473	4307	4780
474	4315	4770
475	4323	4759
476	4332	4750
477	4342	4741
478	4351	4732
479	4359	4722
480	4368	4713
481	4376	4703
482	4385	4694
483	4395	4685
484	4403	4676
485	4413	4668
486	4422	4658
487	4431	4649
488	4441	4641
489	4451	4632
490	4460	4624
491	4468	4614
492	4477	4604
493	4486	4595
494	4496	4587
495	4506	4579
496	4515	4569
497	4524	4561
498	4535	4553
499	4545	4545
500	4554	4536
501	4563	4527
502	4573	4518
503	4582	4509
504	4591	4500
505	4600	4491
506	4608	4481
507	4618	4472
508	4627	4463
509	4636	4454
510	4644	4444
511	4653	4435
512	4661	4425
513	4670	4416
514	4678	4406
515	4688	4397
516	4697	4388
517	4706	4378
518	4714	4369
519	4724	4360
520	4733	4351
521	4742	4342
522	4752	4334
523	4762	4326
524	4769	4315
525	4778	4305
526	4786	4296
527	4796	4287
528	4804	4277
529	4814	4269
530	4821	4258
531	4829	4248
532	4838	4239
533	4847	4230
534	4857	4221
535	4866	4213
536	4874	4202
537	4882	4192
538	4891	4183
539	4900	4174
540	4909	4165
541	4918	4156
542	4926	4145
543	4934	4136
544	4942	4126
545	4951	4117
546	4961	4108
547	4970	4100
548	4980	4091
549	4989	4082
550	4999	4074
551	5009	4065
552	5018	4056
553	5026	4046
554	5035	4037
555	5043	4027
556	5053	4018
557	5062	4009
558	5071	4000
559	5079	3990
560	5088	3981
561	5097	3972
562	5107	3964
563	5116	3955
564	5124	3945
565	5131	3935
566	5141	3926
567	5151	3917
568	5160	3908
569	5169	3899
570	5179	3891
571	5186	3881
572	5194	3871
573	5203	3862
574	5211	3852
575	5220	3842
576	5229	3834
577	5237	3824
578	5247	3815
579	5256	3806
580	5265	3797
581	5273	3787
582	5282	3778
583	5292	3770
584	5302	3761
585	5310	3751
586	5319	3742
587	5327	3733
588	5336	3723
589	5345	3714
590	5353	3704
591	5363	3696
592	5372	3687
593	5381	3678
594	5390	3669
595	5400	3660
596	5407	3650
597	5416	3641
598	5424	3631
599	5433	3622
600	5441	3612
601	5451	3604
602	5461	3595
603	5470	3586
604	5478	3577
605	5487	3568
606	5496	3558
607	5506	3550
608	5515	3541
609	5524	3532
610	5534	3523
611	5543	3514
612	5553	3506
613	5563	3497
614	5572	3488
615	5580	3478
616	5588	3469
617	5598	3460
618	5607	3451
619	5616	3442
620	5626	3434
621	5636	3425
622	5644	3415
623	5652	3405
624	5661	3396
625	5670	3387
626	5680	3379
627	5687	3369
628	5697	3360
629	5707	3352
630	5716	3343
631	5726	3334
632	5735	3325
633	5744	3316
634	5754	3307
635	5763	3298
636	5773	3289
637	5782	3281
638	5792	3272
639	5801	3263
640	5811	3254
641	5820	3245
642	5828	3235
643	5836	3226
644	5846	3218
645	5855	3208
646	5865	3200
647	5874	3191
648	5884	3182
649	5893	3173
650	5903	3164
651	5913	3156
652	5922	3147
653	5931	3138
654	5941	3129
655	5951	3120
656	5961	3112
657	5971	3103
658	5981	3094
659	5989	3085
660	5998	3076
661	6007	3067
662	6016	3058
663	6027	3049
664	6036	3041
665	6046	3032
666	6055	3023
667	6064	3014
668	6073	3005
669	6083	2996
670	6092	2987
671	6102	2978
672	6112	2969
673	6120	2960
674	6128	2950
675	6138	2942
676	6147	2933
677	6156	2924
678	6166	2915
679	6174	2905
680	6183	2896
681	6191	2887
682	6200	2877
683	6209	2868
684	6218	2859
685	6228	2850
686	6237	2841
687	6247	2833
688	6256	2824
689	6266	2815
690	6275	2806
691	6283	2796
692	6292	2787
693	6301	2778
694	6310	2769
695	6318	2759
696	6327	2750
697	6336	2741
698	6345	2732
699	6355	2723
700	6363	2714
701	6372	2705
702	6382	2696
703	6391	2687
704	6400	2678
705	6409	2669
706	6418	2660
707	6428	2651
708	6436	2641
709	6446	2633
710	6454	2623
711	6462	2614
712	6470	2604
713	6479	2595
714	6486	2585
715	6496	2576
716	6505	2567
717	6515	2559
718	6524	2550
719	6534	2541
720	6542	2531
721	6550	2522
722	6559	2513
723	6569	2504
724	6578	2495
725	6586	2485
726	6595	2476
727	6604	2467
728	6614	2458
729	6623	2449
730	6633	2441
731	6643	2432
732	6653	2423
733	6662	2414
734	6671	2405
735	6681	2396
736	6688	2386
737	6698	2377
738	6705	2368
739	6715	2359
740	6724	2350
741	6733	2341
742	6741	2331
743	6750	2322
744	6758	2313
745	6769	2304
746	6778	2295
747	6788	2286
748	6797	2277
749	6806	2268
750	6815	2259
751	6825	2250
752	6834	2241
753	6844	2233
754	6853	2223
755	6861	2214
756	6869	2205
757	6879	2196
758	6887	2186
759	6896	2177
760	6906	2169
761	6914	2159
762	6924	2150
763	6934	2141
764	6942	2132
765	6951	2123
766	6959	2114
767	6968	2105
768	6976	2095
769	6986	2086
770	6995	2077
771	7005	2068
772	7014	2059
773	7022	2050
774	7030	2041
775	7039	2032
776	7048	2022
777	7056	2013
778	7066	2004
779	7073	1995
780	7082	1985
781	7091	1976
782	7099	1967
783	7109	1958
784	7117	1949
785	7127	1940
786	7136	1931
787	7146	1922
788	7155	1913
789	7166	1904
790	7175	1895
791	7185	1887
792	7194	1877
793	7202	1868
794	7211	1859
795	7220	1850
796	7228	1841
797	7236	1831
798	7246	1822
799	7255	1813
800	7265	1805
801	7274	1795
802	7282	1786
803	7290	1777
804	7298	1768
805	7307	1758
806	7317	1749
807	7326	1741
808	7336	1732
809	7343	1722
810	7352	1713
811	7360	1704
812	7368	1694
813	7377	1685
814	7386	1676
815	7396	1667
816	7405	1658
817	7415	1649
818	7423	1640
819	7432	1631
820	7441	1622
821	7450	1613
822	7460	1604
823	7469	1595
824	7479	1586
825	7488	1577
826	7497	1568
827	7505	1559
828	7515	1550
829	7524	1541
830	7534	1532
831	7542	1522
832	7550	1513
833	7558	1504
834	7567	1495
835	7578	1486
836	7586	1477
837	7594	1468
838	7604	1459
839	7613	1450
840	7621	1440
841	7631	1432
842	7640	1422
843	7649	1413
844	7659	1405
845	7668	1395
846	7677	1386
847	7686	1377
848	7695	1368
849	7704	1359
850	7713	1350
851	7721	1341
852	7730	1332
853	7740	1323
854	7748	1314
855	7757	1305
856	7766	1295
857	7776	1286
858	7787	1278
859	7796	1269
860	7806	1260
861	7816	1251
862	7824	1242
863	7835	1233
864	7845	1224
865	7854	1215
866	7864	1206
867	7874	1197
868	7885	1188
869	7894	1179
870	7904	1170
871	7915	1161
872	7924	1152
873	7932	1143
874	7942	1134
875	7952	1125
876	7962	1116
877	7972	1107
878	7981	1098
879	7991	1089
880	8000	1080
881	8008	1071
882	8016	1062
883	8026	1053
884	8035	1044
885	8043	1034
886	8053	1025
887	8063	1016
888	8071	1007
889	8079	998
890	8088	989
891	8097	980
892	8106	971
893	8116	962
894	8124	953
895	8134	944
896	8144	935
897	8154	926
898	8163	917
899	8173	908
900	8183	899
901	8192	890
902	8200	880
903	8210	871
904	8221	863
905	8231	854
906	8240	844
907	8249	835
908	8259	826
909	8269	817
910	8279	808
911	8289	799
912	8298	790
913	8308	781
914	8318	772
915	8328	763
916	8338	754
917	8346	745
918	8356	736
919	8366	727
920	8375	718
921	8385	709
922	8394	700
923	8403	691
924	8412	682
925	8423	673
926	8432	664
927	8442	655
928	8452	646
929	8463	637
930	8473	627
931	8482	618
932	8490	609
933	8498	600
934	8507	591
935	8517	582
936	8526	573
937	8536	564
938	8545	555
939	8553	545
940	8563	536
941	8571	527
942	8581	518
943	8591	509
944	8602	500
945	8612	491
946	8620	482
947	8630	473
948	8640	464
949	8650	455
950	8660	446
951	8669	437
952	8677	427
953	8687	418
954	8697	409
955	8707	400
956	8717	391
957	8726	382
958	8734	373
959	8743	364
960	8752	355
961	8761	346
962	8771	337
963	8779	327
964	8787	318
965	8797	309
966	8805	300
967	8814	291
968	8824	282
969	8832	273
970	8841	264
971	8850	254
972	8868	246
973	8879	237
974	8889	227
975	8897	218
976	8906	209
977	8915	200
978	8925	191
979	8936	182
980	8944	173
981	8954	164
982	8964	155
983	8974	145
984	8984	136
985	8994	127
986	9001	118
987	9010	109
988	9018	100
989	9028	91
990	9036	82
991	9045	72
992	9055	63
993	9064	54
994	9073	45
995	9081	36
996	9089	27
997	9099	18
998	9106	9
999	9116	0
