iter	Passed	Remaining
158	9746	51550
159	9809	51502
160	9860	51382
161	9909	51258
162	9972	51209
163	10028	51119
164	10084	51031
165	10149	50989
166	10204	50900
167	10244	50734
168	10304	50667
169	10342	50494
170	10402	50431
171	10446	50288
172	10511	50246
173	10550	50086
174	10615	50043
175	10651	49866
176	10709	49794
177	10757	49677
178	10816	49609
179	10873	49534
180	10929	49456
181	10980	49350
182	11030	49245
183	11093	49196
184	11160	49165
185	11240	49193
186	11295	49110
187	11349	49020
188	11507	49378
189	11564	49303
190	11616	49201
191	11660	49069
192	11705	48945
193	11752	48828
194	11796	48700
195	11845	48592
196	11884	48441
197	11932	48334
198	11981	48225
199	12045	48182
200	12097	48090
201	12154	48015
202	12213	47950
203	12268	47870
204	12306	47726
205	12354	47620
206	12398	47496
207	12441	47375
208	12479	47232
209	12561	47254
210	12650	47303
211	12710	47245
212	12767	47172
213	12807	47039
214	12847	46910
215	12886	46772
216	12929	46653
217	12974	46539
218	13014	46412
219	13062	46311
220	13105	46194
221	13144	46064
222	13183	45936
223	13222	45807
224	13265	45692
225	13309	45580
226	13345	45446
227	13385	45323
228	13425	45201
229	13469	45092
230	13511	44979
231	13551	44859
232	13594	44750
233	13640	44653
234	13684	44548
235	13721	44420
236	13757	44291
237	13795	44168
238	13839	44067
239	13879	43952
240	13919	43837
241	13959	43724
242	13998	43609
243	14041	43505
244	14078	43384
245	14116	43267
246	14157	43158
247	14197	43049
248	14239	42946
249	14277	42832
250	14332	42767
251	14375	42669
252	14417	42567
253	14456	42460
254	14496	42351
255	14538	42253
256	14579	42148
257	14623	42056
258	14667	41963
259	14713	41876
260	14759	41789
261	14802	41695
262	14847	41607
263	14893	41521
264	14936	41426
265	14973	41318
266	15015	41223
267	15054	41118
268	15098	41030
269	15146	40951
270	15194	40873
271	15241	40792
272	15285	40705
273	15330	40619
274	15371	40526
275	15408	40420
276	15453	40335
277	15488	40225
278	15538	40155
279	15601	40118
280	15664	40081
281	15715	40012
282	15756	39921
283	15797	39826
284	15835	39728
285	15876	39635
286	15919	39550
287	15964	39467
288	16004	39375
289	16047	39289
290	16085	39190
291	16124	39095
292	16167	39011
293	16209	38924
294	16254	38845
295	16298	38763
296	16340	38678
297	16380	38588
298	16420	38498
299	16465	38419
300	16500	38318
301	16547	38244
302	16584	38148
303	16624	38062
304	16667	37979
305	16702	37880
306	16745	37799
307	16800	37746
308	16841	37662
309	16886	37586
310	16925	37496
311	16968	37417
312	17023	37364
313	17075	37305
314	17114	37216
315	17157	37138
316	17205	37070
317	17245	36986
318	17285	36901
319	17330	36826
320	17372	36748
321	17416	36671
322	17475	36628
323	17534	36585
324	17584	36521
325	17620	36429
326	17656	36339
327	17699	36261
328	17751	36204
329	17804	36148
330	17865	36107
331	17912	36040
332	17971	35997
333	18031	35955
334	18076	35882
335	18118	35805
336	18163	35733
337	18204	35654
338	18263	35611
339	18482	35876
340	18573	35894
341	18659	35900
342	18702	35823
343	18736	35730
344	18777	35649
345	18813	35560
346	18851	35476
347	18888	35388
348	18922	35296
349	18974	35237
350	19015	35159
351	19058	35085
352	19099	35006
353	19140	34929
354	19181	34850
355	19216	34761
356	19263	34695
357	19316	34640
358	19358	34565
359	19396	34482
360	19433	34398
361	19473	34321
362	19523	34260
363	19581	34213
364	19654	34193
365	19718	34156
366	19798	34149
367	19863	34114
368	19914	34053
369	19963	33992
370	20013	33931
371	20067	33876
372	20107	33800
373	20140	33710
374	20184	33640
375	20229	33572
376	20290	33530
377	20354	33493
378	20438	33489
379	20491	33433
380	20544	33378
381	20605	33336
382	20656	33277
383	20706	33216
384	20757	33157
385	20806	33096
386	20862	33046
387	20927	33008
388	20975	32946
389	21023	32882
390	21069	32816
391	21116	32752
392	21155	32675
393	21195	32600
394	21253	32553
395	21329	32532
396	21384	32480
397	21423	32404
398	21506	32393
399	21571	32357
400	21615	32288
401	21671	32237
402	21715	32169
403	21756	32096
404	21793	32018
405	21830	31939
406	21877	31875
407	21910	31791
408	21947	31713
409	21989	31643
410	22024	31562
411	22068	31495
412	22105	31419
413	22151	31354
414	22199	31293
415	22244	31227
416	22290	31164
417	22342	31109
418	22388	31045
419	22426	30969
420	22462	30892
421	22505	30824
422	22549	30758
423	22594	30694
424	22633	30621
425	22667	30543
426	22715	30482
427	22774	30437
428	22819	30373
429	22878	30327
430	22937	30281
431	22997	30236
432	23046	30178
433	23095	30120
434	23139	30054
435	23179	29984
436	23219	29914
437	23271	29859
438	23319	29800
439	23360	29731
440	23404	29667
441	23478	29639
442	23629	29710
443	23714	29696
444	23801	29685
445	23841	29614
446	23878	29540
447	23938	29495
448	24004	29458
449	24068	29417
450	24120	29361
451	24168	29301
452	24217	29242
453	24267	29185
454	24315	29125
455	24373	29077
456	24432	29030
457	24496	28989
458	24570	28959
459	24635	28920
460	24683	28860
461	24730	28798
462	24762	28720
463	24802	28651
464	24844	28584
465	24929	28567
466	24996	28528
467	25057	28483
468	25106	28425
469	25156	28368
470	25230	28337
471	25307	28309
472	25358	28254
473	25408	28196
474	25447	28126
475	25497	28069
476	25545	28008
477	25624	27983
478	25693	27946
479	25747	27893
480	25798	27836
481	25839	27769
482	25883	27705
483	25954	27670
484	26056	27668
485	26105	27610
486	26147	27543
487	26195	27483
488	26238	27419
489	26314	27388
490	26377	27344
491	26432	27292
492	26483	27235
493	26535	27179
494	26585	27122
495	26633	27062
496	26682	27004
497	26730	26944
498	26798	26906
499	26867	26867
500	26926	26818
501	26967	26752
502	27024	26702
503	27098	26668
504	27155	26617
505	27204	26559
506	27244	26492
507	27299	26439
508	27351	26384
509	27400	26325
510	27439	26257
511	27482	26194
512	27548	26152
513	27615	26111
514	27664	26052
515	27728	26008
516	27778	25951
517	27847	25912
518	27931	25886
519	28000	25846
520	28057	25796
521	28112	25742
522	28164	25686
523	28212	25628
524	28258	25567
525	28308	25509
526	28365	25458
527	28438	25422
528	28486	25363
529	28541	25309
530	28577	25240
531	28625	25182
532	28688	25135
533	28749	25088
534	28794	25026
535	28832	24959
536	28870	24891
537	28913	24828
538	28977	24783
539	29040	24738
540	29086	24678
541	29134	24619
542	29172	24552
543	29226	24498
544	29288	24451
545	29352	24406
546	29394	24342
547	29443	24285
548	29483	24220
549	29529	24160
550	29602	24122
551	29668	24078
552	29740	24040
553	29777	23972
554	29822	23912
555	29877	23858
556	29955	23824
557	30012	23773
558	30059	23714
559	30097	23648
560	30144	23589
561	30184	23524
562	30230	23464
563	30275	23404
564	30312	23338
565	30357	23278
566	30400	23216
567	30466	23172
568	30539	23132
569	30593	23079
570	30643	23022
571	30688	22963
572	30731	22901
573	30776	22840
574	30840	22795
575	30900	22745
576	30950	22689
577	30988	22624
578	31037	22567
579	31076	22503
580	31140	22457
581	31200	22408
582	31264	22362
583	31344	22327
584	31400	22275
585	31447	22217
586	31490	22156
587	31535	22096
588	31581	22037
589	31621	21973
590	31665	21913
591	31728	21867
592	31780	21812
593	31823	21751
594	31864	21689
595	31944	21653
596	31990	21595
597	32028	21530
598	32066	21466
599	32108	21405
600	32151	21345
601	32213	21297
602	32266	21243
603	32311	21184
604	32387	21145
605	32435	21088
606	32479	21028
607	32515	20964
608	32562	20906
609	32604	20845
610	32667	20798
611	32715	20740
612	32754	20678
613	32795	20617
614	32837	20556
615	32890	20503
616	32939	20447
617	33008	20403
618	33049	20342
619	33106	20290
620	33174	20246
621	33218	20187
622	33255	20124
623	33296	20063
624	33357	20014
625	33410	19960
626	33459	19904
627	33523	19857
628	33577	19804
629	33636	19754
630	33703	19709
631	33754	19654
632	33814	19604
633	33861	19548
634	33917	19495
635	33988	19452
636	34048	19402
637	34096	19346
638	34163	19300
639	34214	19245
640	34265	19190
641	34312	19133
642	34353	19073
643	34404	19018
644	34464	18968
645	34507	18909
646	34557	18854
647	34608	18799
648	34667	18749
649	34713	18692
650	34772	18641
651	34822	18586
652	34866	18527
653	34909	18468
654	34957	18412
655	35012	18359
656	35058	18302
657	35106	18246
658	35150	18188
659	35191	18128
660	35227	18066
661	35276	18011
662	35320	17953
663	35370	17898
664	35414	17840
665	35461	17783
666	35504	17725
667	35545	17666
668	35588	17608
669	35623	17545
670	35663	17486
671	35702	17426
672	35736	17364
673	35771	17302
674	35809	17241
675	35849	17182
676	35890	17123
677	35931	17064
678	35974	17006
679	36013	16947
680	36053	16888
681	36089	16827
682	36123	16765
683	36162	16706
684	36200	16647
685	36240	16588
686	36281	16530
687	36336	16478
688	36389	16425
689	36428	16366
690	36465	16306
691	36505	16248
692	36548	16190
693	36590	16133
694	36636	16077
695	36678	16020
696	36712	15959
697	36751	15900
698	36794	15844
699	36832	15785
700	36866	15724
701	36910	15668
702	36953	15611
703	36993	15554
704	37028	15494
705	37066	15435
706	37106	15378
707	37142	15318
708	37179	15259
709	37221	15203
710	37259	15144
711	37298	15087
712	37332	15027
713	37369	14968
714	37406	14910
715	37444	14852
716	37486	14795
717	37531	14740
718	37570	14683
719	37614	14627
720	37653	14570
721	37683	14509
722	37721	14451
723	37758	14394
724	37800	14338
725	37843	14282
726	37889	14228
727	37938	14174
728	37989	14122
729	38035	14067
730	38079	14012
731	38119	13956
732	38160	13900
733	38195	13842
734	38235	13785
735	38278	13730
736	38316	13673
737	38353	13615
738	38387	13557
739	38429	13502
740	38466	13444
741	38508	13389
742	38546	13332
743	38586	13277
744	38627	13221
745	38666	13165
746	38709	13110
747	38744	13052
748	38787	12998
749	38827	12942
750	38865	12886
751	38905	12830
752	38948	12776
753	38987	12719
754	39031	12665
755	39067	12609
756	39101	12551
757	39137	12495
758	39172	12438
759	39217	12384
760	39256	12328
761	39290	12271
762	39337	12218
763	39390	12167
764	39435	12114
765	39472	12058
766	39513	12003
767	39549	11947
768	39589	11892
769	39631	11837
770	39671	11783
771	39712	11728
772	39758	11675
773	39800	11621
774	39839	11566
775	39884	11513
776	39928	11459
777	39967	11404
778	40011	11351
779	40044	11294
780	40081	11239
781	40118	11183
782	40150	11127
783	40193	11073
784	40232	11019
785	40271	10964
786	40310	10909
787	40348	10855
788	40385	10800
789	40430	10747
790	40463	10691
791	40506	10638
792	40544	10583
793	40581	10528
794	40620	10474
795	40656	10419
796	40698	10366
797	40731	10310
798	40779	10258
799	40828	10207
800	40871	10154
801	40906	10099
802	40943	10044
803	40981	9990
804	41014	9935
805	41049	9880
806	41087	9826
807	41132	9774
808	41178	9721
809	41211	9666
810	41249	9613
811	41281	9557
812	41318	9503
813	41358	9450
814	41397	9396
815	41433	9342
816	41476	9290
817	41518	9237
818	41554	9183
819	41592	9130
820	41624	9075
821	41665	9022
822	41710	8970
823	41751	8917
824	41791	8864
825	41827	8811
826	41874	8759
827	41915	8707
828	41955	8654
829	41990	8600
830	42023	8546
831	42063	8493
832	42100	8440
833	42150	8389
834	42193	8337
835	42239	8286
836	42277	8233
837	42310	8179
838	42353	8127
839	42396	8075
840	42437	8023
841	42482	7971
842	42516	7918
843	42560	7866
844	42598	7813
845	42644	7762
846	42684	7710
847	42725	7658
848	42764	7605
849	42804	7553
850	42843	7501
851	42888	7450
852	42930	7398
853	42977	7347
854	43031	7297
855	43074	7246
856	43116	7194
857	43160	7143
858	43205	7091
859	43243	7039
860	43281	6987
861	43317	6934
862	43352	6882
863	43394	6830
864	43432	6778
865	43474	6727
866	43512	6674
867	43557	6623
868	43590	6571
869	43629	6519
870	43670	6467
871	43716	6417
872	43776	6368
873	43832	6319
874	43877	6268
875	43914	6216
876	43963	6165
877	44012	6115
878	44059	6065
879	44100	6013
880	44145	5962
881	44188	5911
882	44223	5859
883	44272	5809
884	44311	5758
885	44354	5706
886	44397	5656
887	44439	5605
888	44475	5553
889	44512	5501
890	44547	5449
891	44590	5398
892	44627	5347
893	44791	5310
894	44856	5262
895	44921	5214
896	44958	5162
897	45008	5112
898	45044	5060
899	45085	5009
900	45125	4958
901	45163	4906
902	45201	4855
903	45240	4804
904	45285	4753
905	45330	4703
906	45375	4652
907	45413	4601
908	45447	4549
909	45493	4499
910	45556	4450
911	45605	4400
912	45644	4349
913	45686	4298
914	45725	4247
915	45763	4196
916	45805	4145
917	45837	4094
918	45870	4043
919	45912	3992
920	45955	3941
921	46002	3891
922	46042	3841
923	46083	3790
924	46120	3739
925	46164	3689
926	46205	3638
927	46245	3588
928	46285	3537
929	46326	3486
930	46367	3436
931	46403	3385
932	46436	3334
933	46474	3284
934	46512	3233
935	46553	3183
936	46594	3132
937	46628	3082
938	46666	3031
939	46702	2981
940	46742	2930
941	46777	2880
942	46815	2829
943	46852	2779
944	46891	2729
945	46927	2678
946	46963	2628
947	47012	2578
948	47055	2528
949	47103	2479
950	47137	2428
951	47174	2378
952	47214	2328
953	47260	2278
954	47309	2229
955	47348	2179
956	47389	2129
957	47425	2079
958	47458	2028
959	47494	1978
960	47529	1928
961	47567	1878
962	47608	1829
963	47643	1779
964	47684	1729
965	47722	1679
966	47757	1629
967	47796	1580
968	47831	1530
969	47864	1480
970	47903	1430
971	47941	1381
972	47974	1331
973	48019	1281
974	48056	1232
975	48094	1182
976	48130	1133
977	48166	1083
978	48207	1034
979	48247	984
980	48284	935
981	48321	885
982	48355	836
983	48404	787
984	48454	737
985	48496	688
986	48531	639
987	48577	590
988	48623	540
989	48661	491
990	48696	442
991	48738	393
992	48783	343
993	48829	294
994	48871	245
995	48909	196
996	48946	147
997	48986	98
998	49024	49
999	49073	0
