iter	MultiClass
524	0.01145342794
525	0.01144008246
526	0.01141586906
527	0.01140141403
528	0.01139335174
529	0.01138120976
530	0.01136404448
531	0.01132903118
532	0.0113037355
533	0.01129521674
534	0.01128181575
535	0.01127122367
536	0.01125327784
537	0.01124187037
538	0.01123106906
539	0.01120916266
540	0.01119667024
541	0.01117983375
542	0.01117455314
543	0.01114351726
544	0.01113078834
545	0.0111208272
546	0.01110455507
547	0.01108876345
548	0.01107527769
549	0.01105958618
550	0.01104557358
551	0.01103188987
552	0.01101719496
553	0.01101142996
554	0.01099025907
555	0.01097260313
556	0.01095708048
557	0.01093665844
558	0.01090309869
559	0.01089946441
560	0.0108779484
561	0.01084814921
562	0.01082006031
563	0.0107837258
564	0.01077283066
565	0.01074917796
566	0.01070703282
567	0.01068688829
568	0.01065564837
569	0.01063178491
570	0.01061549394
571	0.01060739932
572	0.01059446001
573	0.01058255394
574	0.01056425894
575	0.01054666385
576	0.01053385245
577	0.01053033945
578	0.0105129402
579	0.01049246152
580	0.01048566045
581	0.01047604638
582	0.01047001241
583	0.01046068755
584	0.01044983434
585	0.01041905456
586	0.01040254129
587	0.01038747967
588	0.01037452415
589	0.01036556238
590	0.01035536549
591	0.01034269339
592	0.01032388413
593	0.01029456086
594	0.01026345558
595	0.01023493297
596	0.01022729292
597	0.01021545575
598	0.0102092872
599	0.01018828562
600	0.01018001818
601	0.01016550827
602	0.01015254046
603	0.01013196239
604	0.01012301315
605	0.01009852835
606	0.0100803878
607	0.01005928194
608	0.0100364885
609	0.01002678538
610	0.01001256912
611	0.0100056854
612	0.009993247395
613	0.009974194611
614	0.00996744031
615	0.009959503575
616	0.00995350268
617	0.009936850892
618	0.009914908986
619	0.009896955165
620	0.009881908927
621	0.009866131815
622	0.009856086926
623	0.009846844344
624	0.009833316377
625	0.00981366353
626	0.009804211073
627	0.00979642347
628	0.009782260856
629	0.009765571322
630	0.009755592591
631	0.009736012001
632	0.00972397015
633	0.009715628486
634	0.009691962493
635	0.009678188488
636	0.009661650622
637	0.00964656725
638	0.009625779496
639	0.009613036619
640	0.009604449022
641	0.009575537403
642	0.009565903068
643	0.009561471845
644	0.009546333423
645	0.009535190764
646	0.00951247894
647	0.009501181906
648	0.009487638739
649	0.009476291977
650	0.009462751939
651	0.009452516401
652	0.009446775116
653	0.009431929047
654	0.009411064027
655	0.009392100961
656	0.009378165601
657	0.009365451175
658	0.009349038574
659	0.009335115506
660	0.009326082639
661	0.009316701499
662	0.009297561685
663	0.009280359683
664	0.009262983092
665	0.009244849016
666	0.009237131179
667	0.009214455335
668	0.009199327703
669	0.009189254709
670	0.009174062049
671	0.009153429182
672	0.009147639146
673	0.009140622864
674	0.009131378864
675	0.009125940645
676	0.009104351125
677	0.009089441501
678	0.009078741347
679	0.009071970981
680	0.009052754183
681	0.009041814847
682	0.009033841361
683	0.009017400313
684	0.009009746092
685	0.008988871584
686	0.008980366417
687	0.008969825456
688	0.008947970999
689	0.008932030631
690	0.008909394522
691	0.008899967213
692	0.008885656826
693	0.008877646101
694	0.008872621308
695	0.008862575433
696	0.008852557748
697	0.008844805144
698	0.008839418764
699	0.00883376444
700	0.008816384165
701	0.008807305946
702	0.008797902135
703	0.008784078438
704	0.008778763087
705	0.008769496591
706	0.008758231183
707	0.008749929629
708	0.008741559908
709	0.008731436374
710	0.008717702558
711	0.008709476042
712	0.008705416852
713	0.008668400064
714	0.008664639945
715	0.008648758378
716	0.008634306939
717	0.008619070674
718	0.008597378624
719	0.008573526876
720	0.008567203641
721	0.008560698198
722	0.008551116336
723	0.008536460746
724	0.008520127443
725	0.008507004708
726	0.008501865647
727	0.008497841643
728	0.008487418364
729	0.008478548443
730	0.008460055788
731	0.008440446346
732	0.008431193469
733	0.008419225438
734	0.008409725766
735	0.008397652389
736	0.008390554435
737	0.008376096711
738	0.008365819827
739	0.008361691338
740	0.008339112667
741	0.008336585345
742	0.008331342075
743	0.008322047813
744	0.008309350956
745	0.008291607626
746	0.00827422462
747	0.008265494607
748	0.008260705964
749	0.008248157773
750	0.008241148712
751	0.008237846304
752	0.0082277472
753	0.008223914643
754	0.008206294471
755	0.008198616978
756	0.008194392284
757	0.008188198474
758	0.00817830211
759	0.008166588195
760	0.008148785028
761	0.008142183171
762	0.008120806845
763	0.008107950757
764	0.008102997623
765	0.008096599092
766	0.008088960115
767	0.008081830519
768	0.008076283988
769	0.008057474033
770	0.008044753217
771	0.008031906272
772	0.00802059838
773	0.008013424525
774	0.008004046338
775	0.007993161709
776	0.007986881698
777	0.00797545309
778	0.007961331692
779	0.007956558366
780	0.007945779427
781	0.007937649575
782	0.007933251252
783	0.007923584446
784	0.007915497283
785	0.007904687123
786	0.00788996497
787	0.007882651238
788	0.00787198344
789	0.007859262292
790	0.007849675645
791	0.007836059634
792	0.007831908567
793	0.007819794738
794	0.007806055454
795	0.007802489191
796	0.007797016787
797	0.007793388787
798	0.007782417596
799	0.007781006152
800	0.007765222086
801	0.007754603269
802	0.007750015082
803	0.00774649685
804	0.007735600455
805	0.007730170579
806	0.007721754683
807	0.007714138381
808	0.007704757408
809	0.00770086465
810	0.007693417036
811	0.00769033066
812	0.00768424908
813	0.00767775552
814	0.007655812631
815	0.007646541336
816	0.007639197937
817	0.007630652175
818	0.007628574779
819	0.007618609799
820	0.007612559332
821	0.007608922848
822	0.007600983851
823	0.007592023023
824	0.007577411816
825	0.007572808188
826	0.007562805888
827	0.007555663028
828	0.007540399296
829	0.007528688664
830	0.007518746818
831	0.007504816534
832	0.007498387791
833	0.007483685459
834	0.007464692379
835	0.007455636999
836	0.007446231133
837	0.007441451645
838	0.00743313641
839	0.00742835748
840	0.007419001787
841	0.007409827796
842	0.007404102276
843	0.007401548776
844	0.007394435083
845	0.007392593129
846	0.007380908163
847	0.007375552601
848	0.007370792869
849	0.007363530896
850	0.00734604302
851	0.007339897666
852	0.007321530113
853	0.007300242749
854	0.007292570046
855	0.007284319783
856	0.007278597977
857	0.007272931756
858	0.00725188209
859	0.007242962461
860	0.007234108965
861	0.007230109212
862	0.007225934436
863	0.007214482878
864	0.007205715408
865	0.00719831186
866	0.007190391003
867	0.007184455772
868	0.007167074685
869	0.007159920601
870	0.007146085451
871	0.007127092807
872	0.007118859995
873	0.007102929838
874	0.007093030455
875	0.007084927646
876	0.007063998039
877	0.007053011398
878	0.007044480262
879	0.007026986208
880	0.007015695351
881	0.00701040203
882	0.007002759779
883	0.006986859053
884	0.006977762643
885	0.006972808549
886	0.006967853023
887	0.006955600569
888	0.006946442109
889	0.006941611653
890	0.00693931931
891	0.006931412597
892	0.006926429554
893	0.006920601095
894	0.006915905936
895	0.006905002886
896	0.006899165952
897	0.006887909313
898	0.006882702048
899	0.006879707403
900	0.006874294239
901	0.006868673184
902	0.006863166986
903	0.006845928754
904	0.006839540051
905	0.00683197334
906	0.006826481081
907	0.006821731801
908	0.006813871174
909	0.006804069765
910	0.006798134864
911	0.006792263934
912	0.006786502279
913	0.006781143534
914	0.006772095141
915	0.006767637624
916	0.00675609176
917	0.006749243161
918	0.006740858317
919	0.006732194542
920	0.00672932875
921	0.006725881453
922	0.006721601133
923	0.006719426246
924	0.006714413779
925	0.006705079356
926	0.006696853991
927	0.006692170977
928	0.006679697793
929	0.006664415103
930	0.00665458066
931	0.006650214101
932	0.006645321398
933	0.006639678234
934	0.006631444163
935	0.006625227116
936	0.006617215345
937	0.006607264063
938	0.006603094416
939	0.006600402257
940	0.006593343267
941	0.006590885231
942	0.006586130666
943	0.006577406806
944	0.006569795614
945	0.006561405802
946	0.006556424172
947	0.006549496495
948	0.006543645033
949	0.006535501055
950	0.006527809257
951	0.006521955423
952	0.00651946425
953	0.006509240784
954	0.006497506204
955	0.00649450977
956	0.006487039656
957	0.006484437592
958	0.006478482745
959	0.006474476952
960	0.006472099474
961	0.006464335792
962	0.006457602806
963	0.006455219778
964	0.006448638615
965	0.006436228427
966	0.006431816888
967	0.006426413312
968	0.006422132394
969	0.006419533673
970	0.00641016865
971	0.006402542217
972	0.006401073511
973	0.006395516073
974	0.006388670841
975	0.006379759278
976	0.006369783289
977	0.006364965857
978	0.006351694536
979	0.006344509413
980	0.006339958518
981	0.006334463871
982	0.006328497502
983	0.006324100122
984	0.00631532535
985	0.00630497045
986	0.00629414321
987	0.006286374398
988	0.006284638625
989	0.006274502653
990	0.006271170381
991	0.006263501175
992	0.00626084266
993	0.006252451317
994	0.006248505999
995	0.006243104794
996	0.00623955073
997	0.006235922178
998	0.006228885959
999	0.006220300697
